,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age_group,distance_group
4297,1,0,44,1,0,1803,3,3,3,3,5,5,4,4,4,4,4,3,4,4,0,0.0,0,1,1
4298,0,0,51,0,2,1222,4,0,5,3,4,4,5,2,2,5,2,4,2,3,0,0.0,1,1,0
4300,1,0,56,0,1,270,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0.0,1,1,0
4301,1,0,64,0,2,667,4,5,4,3,2,4,2,2,3,5,5,4,5,2,0,0.0,1,2,0
4303,0,0,37,1,0,545,2,5,5,5,3,3,3,2,2,2,2,4,2,3,9,0.0,1,0,0
4305,0,0,54,1,0,2154,4,4,4,4,4,4,4,3,3,3,3,5,3,4,0,0.0,0,1,1
4306,1,0,59,1,0,1325,3,3,3,3,5,5,4,5,5,4,5,4,5,4,0,0.0,0,1,0
4309,0,0,57,0,2,628,4,5,4,5,4,5,5,5,5,4,5,5,5,4,0,0.0,1,1,0
4310,0,0,70,0,1,867,2,4,2,2,4,3,5,5,5,2,5,4,5,4,0,0.0,1,2,0
4311,1,0,67,0,2,102,4,1,0,2,2,0,2,2,1,3,3,4,3,2,0,0.0,1,2,0
4312,0,1,45,1,2,323,3,3,3,2,3,3,3,3,2,4,4,5,3,3,0,0.0,1,1,0
4313,1,0,55,1,1,453,2,2,2,2,2,2,2,2,4,5,4,2,4,2,2,0.0,1,1,0
4314,1,0,47,0,2,813,5,3,5,3,3,5,3,3,3,2,3,4,3,3,2,0.0,0,1,0
4315,1,0,37,0,2,678,2,4,2,4,5,2,2,5,3,4,5,5,5,5,0,0.0,1,0,0
4316,1,0,35,0,2,942,3,3,2,1,3,2,3,3,1,4,3,4,5,3,0,0.0,1,0,0
4317,1,0,47,0,2,641,2,5,2,2,2,2,4,2,5,5,4,5,5,2,0,0.0,1,1,0
4319,1,0,17,0,2,1744,5,4,5,4,1,5,1,1,1,2,4,4,3,1,0,9.0,0,0,1
4320,1,0,32,0,2,436,4,4,5,3,5,5,5,5,1,5,1,2,5,5,3,1.0,1,0,0
4322,1,0,23,1,0,1747,1,4,4,4,1,1,1,1,3,3,3,4,2,1,5,0.0,1,0,1
4323,0,0,56,1,0,1452,3,3,2,3,4,4,4,5,5,5,5,5,5,3,0,0.0,0,1,0
4324,1,0,69,0,2,631,4,3,4,5,3,4,1,3,1,4,5,4,4,3,0,0.0,1,2,0
4326,1,0,56,1,0,325,0,0,0,1,5,4,4,2,2,2,2,3,2,5,1,0.0,0,1,0
4327,0,0,48,1,0,2127,2,2,2,2,3,5,5,4,4,5,4,3,4,5,0,0.0,0,1,1
4328,0,0,47,1,0,1916,3,3,3,3,3,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1
4329,0,0,27,0,0,451,3,4,3,5,3,3,3,3,5,1,4,3,3,3,0,0.0,1,0,0
4330,0,0,56,1,2,1590,3,4,4,4,5,2,3,2,2,3,2,4,2,3,3,0.0,1,1,1
4332,0,0,29,1,0,304,1,1,4,1,4,4,4,4,3,3,5,3,5,4,0,0.0,0,0,0
4333,0,1,20,1,2,874,3,3,3,3,5,3,4,5,3,5,3,2,4,5,3,11.0,1,0,0
4334,1,0,38,0,2,493,2,4,2,3,3,2,3,3,1,3,3,3,4,3,0,0.0,1,0,0
4336,0,0,33,1,0,2166,2,2,2,2,2,3,3,2,2,2,2,2,2,1,0,11.0,1,0,1
4337,1,0,61,0,2,337,2,4,2,3,3,2,3,3,4,5,5,5,4,3,0,0.0,1,2,0
4338,1,0,55,1,0,997,5,5,5,5,3,4,5,4,4,4,4,4,4,5,17,10.0,0,1,0
4339,1,0,69,0,2,2496,3,1,3,3,3,4,4,4,5,2,2,4,3,4,6,0.0,1,2,1
4341,1,0,22,0,2,239,2,3,0,3,2,0,2,2,4,2,3,3,3,2,0,0.0,1,0,0
4344,1,0,8,0,2,1246,1,4,1,1,1,1,1,1,4,4,3,5,5,1,0,0.0,1,0,0
4346,0,0,43,1,2,1086,3,3,3,3,2,4,3,3,3,3,3,2,3,2,0,0.0,1,1,0
4350,0,1,22,1,2,529,2,2,2,2,3,2,3,3,4,1,3,3,3,3,0,0.0,1,0,0
4354,0,0,48,1,0,2136,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1
4355,0,1,29,1,0,1090,0,0,0,5,5,0,5,5,5,3,5,5,4,5,0,1.0,0,0,0
4356,1,0,51,1,0,1045,3,3,1,3,2,4,4,5,5,5,5,3,5,3,0,4.0,0,1,0
4357,1,0,10,1,0,3189,4,4,4,4,4,3,4,4,2,2,3,3,4,4,0,0.0,1,0,1
4358,1,0,29,1,0,2566,1,1,1,1,5,5,5,5,3,5,5,5,4,5,1,0.0,0,0,1
4360,1,0,44,0,1,125,4,5,0,3,4,0,4,4,2,4,5,3,1,4,0,0.0,1,1,0
4364,1,0,57,1,2,1404,3,4,4,4,3,3,3,3,3,2,3,4,3,3,0,0.0,1,1,0
4367,0,1,26,1,0,1020,3,3,3,3,5,3,5,5,3,2,4,3,4,5,0,0.0,1,0,0
4368,1,0,39,1,0,2627,1,0,0,4,5,4,4,1,1,0,1,4,1,4,0,0.0,1,0,1
4369,0,0,44,0,1,1411,2,4,2,2,3,4,2,3,3,2,3,4,3,5,6,0.0,1,1,0
4370,0,0,38,0,2,448,3,4,3,2,3,3,3,3,3,2,4,5,5,3,0,0.0,1,0,0
4371,1,0,41,0,2,175,3,5,3,3,3,3,3,3,5,2,4,3,5,3,0,0.0,1,1,0
4373,1,0,49,0,2,2133,1,3,0,3,3,0,2,3,2,3,3,4,4,3,0,0.0,1,1,1
4375,0,0,44,0,2,301,4,5,4,1,5,5,5,2,2,4,2,5,2,4,0,0.0,1,1,0
4376,1,0,41,1,0,1966,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,0,1,1
4379,0,1,26,1,2,170,3,0,3,4,4,3,1,4,1,5,3,2,1,4,20,11.0,1,0,0
4380,0,0,42,1,0,3436,3,3,3,3,1,5,4,5,5,5,5,5,5,3,0,0.0,0,1,1
4381,0,1,15,1,2,1371,1,1,1,1,2,1,2,2,3,5,4,3,5,2,0,0.0,1,0,0
4382,0,0,37,1,0,1941,3,4,4,4,1,3,4,3,3,3,3,4,3,3,0,0.0,1,0,1
4383,1,0,34,1,0,2991,2,2,2,2,4,4,1,5,5,5,5,4,5,4,0,0.0,0,0,1
4384,0,1,37,1,0,247,4,4,4,3,2,4,2,2,5,5,5,4,4,2,0,0.0,1,0,0
4386,0,1,24,1,2,1197,3,3,3,2,5,3,5,5,3,5,4,3,5,5,0,0.0,1,0,0
4387,1,1,36,1,2,1258,3,3,3,2,5,3,5,5,1,5,3,4,3,5,0,11.0,1,0,0
4388,0,0,50,1,0,2762,3,3,3,3,5,5,5,2,4,3,3,5,2,5,0,0.0,0,1,1
4389,0,0,34,0,2,327,2,0,5,4,5,5,5,5,5,3,4,4,4,5,0,0.0,1,0,0
4391,0,1,20,1,2,1481,4,4,4,3,5,4,1,5,5,2,4,5,4,5,5,0.0,0,0,0
4393,1,0,35,1,0,377,3,3,3,3,3,4,5,4,4,4,4,4,4,5,11,0.0,0,0,0
4395,0,0,40,1,0,1438,4,4,4,4,3,4,5,2,2,3,2,4,2,3,0,0.0,0,1,0
4397,1,0,54,1,0,2383,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0,0,1,1
4399,1,0,44,1,0,3135,5,5,5,5,2,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1
4400,0,1,26,1,2,878,3,3,3,3,3,2,2,4,1,3,5,2,4,2,0,0.0,1,0,0
4401,1,0,55,1,2,297,2,1,3,1,2,2,2,2,3,1,3,3,3,2,6,7.0,1,1,0
4402,1,0,42,1,2,821,2,3,3,3,2,2,2,2,4,5,2,4,1,2,0,7.0,1,1,0
4404,1,0,33,1,0,1337,4,4,4,4,4,4,4,4,3,2,5,3,4,4,19,1.0,0,0,0
4405,0,0,43,1,0,432,4,3,4,4,5,4,4,3,3,3,3,3,3,3,0,0.0,0,1,0
4407,0,0,52,1,0,2958,5,5,5,5,4,5,5,2,2,3,2,3,2,5,0,0.0,0,1,1
4409,0,0,40,0,2,337,2,4,2,3,1,2,1,1,5,3,5,3,3,1,0,0.0,1,1,0
4410,1,0,20,0,2,247,3,4,0,2,3,0,3,3,5,4,4,3,4,3,0,0.0,1,0,0
4414,0,0,64,0,2,1709,3,4,4,3,5,3,3,2,2,4,2,4,2,1,0,0.0,1,2,1
4416,1,1,22,1,0,224,5,0,5,5,4,5,3,4,3,2,5,4,4,4,0,8.0,0,0,0
4417,0,0,47,0,2,163,3,1,3,2,3,2,3,4,4,3,4,4,4,2,0,0.0,1,1,0
4418,1,0,41,1,0,1487,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0.0,0,1,0
4421,0,0,44,0,2,934,1,5,1,4,4,5,4,1,1,1,1,5,1,5,0,4.0,1,1,0
4422,1,0,41,1,0,2990,1,1,1,1,3,5,4,5,5,5,5,4,5,4,0,0.0,0,1,1
4423,1,0,16,0,2,333,3,5,3,1,4,3,2,4,5,2,5,5,4,4,8,3.0,1,0,0
4424,0,0,55,1,0,451,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,0,1,0
4426,1,0,32,1,2,1127,5,4,4,4,5,5,5,5,2,4,4,3,3,5,0,0.0,0,0,0
4429,0,0,40,1,0,1205,1,1,1,1,2,4,4,1,1,1,1,2,1,3,2,0.0,1,1,0
4430,1,0,61,1,0,854,2,4,4,4,5,3,3,2,2,2,2,2,2,4,11,0.0,1,2,0
4431,1,0,33,1,0,802,1,1,1,1,4,4,4,4,4,5,4,4,5,4,14,4.0,0,0,0
4432,0,0,43,1,2,1014,4,3,3,3,5,3,3,4,4,4,4,5,4,5,0,0.0,0,1,0
4433,1,0,55,1,0,299,4,4,4,4,4,5,5,4,4,4,4,4,4,4,11,8.0,0,1,0
4434,0,1,37,1,0,1464,3,3,3,3,1,3,1,1,4,5,4,4,4,1,0,0.0,1,0,0
4437,1,0,56,1,0,2396,2,2,2,2,4,4,4,5,5,5,5,3,5,3,9,0.0,0,1,1
4439,1,1,36,1,0,2475,3,3,3,2,5,3,5,5,3,3,4,4,5,5,5,0.0,1,0,1
4440,1,0,38,1,0,192,0,4,0,1,1,5,1,5,5,5,5,2,5,3,0,0.0,0,0,0
4443,0,1,46,1,0,967,4,4,4,1,5,4,5,5,3,2,5,4,4,5,10,0.0,1,1,0
4444,1,0,36,1,1,438,3,1,1,1,3,3,3,3,4,5,4,4,3,3,0,9.0,1,0,0
4445,1,1,8,1,2,612,2,2,2,3,5,2,5,5,3,5,3,4,4,5,0,0.0,1,0,0
4447,0,0,39,1,0,1590,4,4,4,4,3,5,4,5,5,4,5,4,5,3,3,0.0,0,0,1
4448,0,0,40,1,0,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3.0,0,1,0
4449,1,0,30,1,0,955,1,1,1,1,5,5,5,5,2,5,2,3,4,5,0,4.0,0,0,0
4451,1,0,57,0,2,129,2,0,2,3,5,2,5,5,5,5,4,3,5,5,0,0.0,1,1,0
4453,1,0,69,0,2,447,1,5,1,2,4,1,4,4,4,2,4,4,5,4,0,0.0,1,2,0
4454,1,0,8,0,2,419,2,5,2,4,5,2,5,5,4,1,3,3,1,5,7,0.0,1,0,0
4455,1,0,25,1,0,3572,2,5,5,5,2,2,2,2,2,4,3,2,4,2,0,0.0,1,0,1
4456,1,0,60,1,0,2454,4,4,4,4,4,5,5,4,4,4,4,3,4,4,0,0.0,0,2,1
4457,1,0,54,1,0,89,2,3,3,3,2,4,3,2,2,2,2,3,2,4,0,0.0,1,1,0
4459,0,0,29,1,0,351,1,1,1,1,4,4,4,4,4,3,5,3,4,4,0,5.0,0,0,0
4461,1,0,28,1,0,852,4,4,4,4,4,4,4,4,4,2,4,3,4,4,0,0.0,0,0,0
4462,1,0,55,1,0,1065,3,3,3,3,1,4,1,4,4,4,4,2,4,3,0,0.0,0,1,0
4463,0,0,25,1,0,2192,3,1,3,3,3,3,3,3,5,1,3,2,3,3,0,0.0,0,0,1
4464,1,0,50,0,1,1034,4,4,4,1,3,4,3,3,3,5,5,5,4,3,2,0.0,0,1,0
4465,0,1,37,1,0,581,3,3,3,1,2,3,2,2,4,4,5,4,4,2,0,0.0,1,0,0
4466,1,0,58,0,2,577,2,4,2,5,1,2,1,1,4,2,4,5,4,1,0,0.0,1,1,0
4468,0,0,54,0,2,602,3,4,4,2,4,5,4,5,5,4,5,3,5,5,1,6.0,1,1,0
4469,1,0,65,0,0,445,3,4,3,2,2,4,5,2,2,3,2,4,2,5,0,1.0,1,2,0
4470,1,0,22,1,0,650,1,3,3,3,1,1,1,1,4,2,4,3,4,1,0,0.0,1,0,0
4472,0,1,23,1,2,143,5,3,5,3,4,5,1,4,5,3,3,5,3,4,0,0.0,0,0,0
4473,1,0,51,1,0,1739,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,0,1,1
4474,0,1,37,1,0,237,2,2,2,2,2,2,2,2,3,4,5,5,4,2,0,0.0,1,0,0
4475,0,1,32,1,0,985,4,4,4,3,2,4,2,2,5,5,4,4,5,2,5,0.0,1,0,0
4477,0,1,22,1,2,589,2,0,2,4,1,2,1,1,3,2,3,4,3,1,13,9.0,1,0,0
4479,0,0,42,1,0,3065,4,4,4,4,4,4,5,3,3,4,3,5,3,4,0,0.0,0,1,1
4480,0,1,24,1,2,987,1,1,1,3,4,1,4,4,5,2,5,5,2,4,14,2.0,1,0,0
4481,0,0,28,0,2,2457,4,4,4,2,1,4,1,1,5,5,5,4,5,1,0,0.0,1,0,1
4483,1,0,37,0,2,333,3,5,5,5,1,5,1,1,5,2,5,3,4,1,0,2.0,1,0,0
4485,1,0,40,1,2,417,4,1,1,1,4,4,4,4,2,3,2,5,1,4,0,0.0,0,1,0
4486,1,0,46,1,0,453,1,1,5,1,3,4,4,4,4,4,4,3,4,5,0,0.0,0,1,0
4487,0,0,42,1,2,480,2,4,4,4,2,4,3,2,2,2,2,3,2,1,0,11.0,1,1,0
4488,1,0,30,0,1,997,4,3,4,1,5,4,4,5,1,4,4,4,3,5,1,0.0,1,0,0
4494,1,0,26,0,2,680,3,4,3,1,2,3,2,2,3,4,4,4,5,2,4,0.0,1,0,0
4495,0,0,33,1,1,404,4,4,4,4,4,4,4,4,3,4,3,2,4,4,0,0.0,1,0,0
4496,0,0,27,0,2,246,4,2,4,4,3,4,3,3,4,2,4,2,3,3,0,0.0,1,0,0
4497,0,0,56,1,0,1009,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0.0,0,1,0
4499,1,0,15,0,0,649,3,5,3,5,1,3,1,1,2,3,2,4,3,1,14,11.0,1,0,0
4500,1,0,44,0,0,335,1,4,1,3,4,5,5,1,1,1,1,3,1,5,0,2.0,1,1,0
4501,0,0,33,1,1,258,4,4,4,4,4,4,4,4,1,5,1,5,5,4,0,0.0,0,0,0
4503,0,0,16,0,2,304,1,2,1,2,3,1,1,3,3,3,2,3,3,3,0,0.0,1,0,0
4504,1,0,49,0,2,695,1,4,1,4,3,1,3,3,4,3,5,3,4,3,0,0.0,1,1,0
4506,1,0,33,1,2,508,4,5,5,5,5,5,5,5,4,2,2,2,5,5,0,0.0,0,0,0
4508,0,1,35,1,0,1089,1,2,2,3,2,2,3,2,5,4,5,5,4,2,2,0.0,1,0,0
4510,1,0,66,0,2,1416,1,4,1,2,4,1,1,4,4,2,3,5,4,4,0,0.0,1,2,0
4512,1,0,26,1,0,2139,5,5,5,5,4,4,4,4,4,4,4,3,5,4,2,0.0,0,0,1
4514,1,0,37,0,2,546,1,1,1,3,3,1,3,3,4,1,3,4,3,3,0,6.0,1,0,0
4515,0,0,40,1,0,1986,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0,0,1,1
4517,0,0,52,1,0,2284,4,4,4,4,1,5,5,4,4,4,4,2,4,3,0,2.0,0,1,1
4518,0,0,63,0,2,163,5,4,5,3,4,5,4,2,2,5,2,4,2,5,0,0.0,0,2,0
4519,0,0,49,1,0,813,1,1,1,1,4,5,5,4,4,5,4,3,4,5,0,0.0,0,1,0
4520,1,1,21,1,2,745,4,4,4,5,1,4,1,1,3,5,4,3,4,1,0,0.0,1,0,0
4521,1,1,36,1,0,447,2,2,2,2,3,2,3,3,4,2,5,3,4,3,0,0.0,1,0,0
4522,1,0,42,1,0,2045,4,4,4,4,4,5,5,3,3,3,3,4,3,3,0,0.0,0,1,1
4523,0,0,39,1,0,2419,5,5,4,5,4,4,4,5,5,5,5,3,5,4,0,1.0,0,0,1
4524,1,0,31,1,1,818,5,4,4,4,5,5,5,5,3,1,1,4,1,5,0,0.0,0,0,0
4526,0,0,34,1,0,857,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,0,0,0
4527,0,0,27,1,0,3461,4,4,4,4,5,4,5,5,3,4,5,5,5,5,0,0.0,0,0,1
4528,1,0,43,1,0,1072,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6.0,0,1,0
4530,1,0,38,0,2,2704,5,3,5,2,5,4,3,1,5,3,5,3,1,3,2,0.0,0,0,1
4531,1,0,15,0,1,236,3,5,3,1,4,3,4,4,4,4,5,5,4,4,0,5.0,1,0,0
4533,0,0,30,1,0,770,2,2,2,2,5,5,5,5,4,3,5,4,4,5,0,0.0,0,0,0
4536,1,0,23,1,0,2920,1,1,1,1,4,4,4,4,3,2,4,4,5,4,0,0.0,0,0,1
4537,0,0,49,1,1,391,5,3,3,3,5,1,3,5,5,5,5,3,5,2,0,0.0,0,1,0
4538,1,0,43,1,0,3200,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,2.0,0,1,1
4540,1,0,42,1,2,328,5,3,2,3,5,5,5,5,1,2,3,4,1,5,0,0.0,0,1,0
4542,1,0,44,1,0,213,4,4,4,4,4,5,4,4,4,4,4,5,4,3,5,1.0,0,1,0
4543,1,0,35,1,0,1172,3,3,3,3,3,4,5,4,4,4,4,4,4,5,0,0.0,0,0,0
4544,0,1,42,1,1,212,2,2,2,4,5,2,5,5,3,4,4,4,2,5,0,0.0,1,1,0
4546,0,1,33,1,2,119,3,2,3,3,3,3,1,3,1,1,3,3,3,3,0,0.0,1,0,0
4547,1,0,35,1,0,2288,1,1,2,1,4,4,5,3,3,3,3,5,3,4,0,0.0,0,0,1
4548,0,0,47,1,2,634,3,1,1,1,2,3,4,3,3,3,3,4,3,4,0,0.0,1,1,0
4551,1,1,35,1,2,298,3,0,3,4,5,3,5,5,4,5,1,2,3,5,0,0.0,1,0,0
4552,1,0,16,0,0,109,2,4,2,1,1,2,1,1,4,4,4,3,5,1,0,4.0,1,0,0
4553,1,0,43,1,2,679,2,4,4,4,2,2,2,2,2,4,3,2,4,2,9,0.0,1,1,0
4555,1,0,19,0,2,328,2,0,2,1,3,2,1,3,3,5,5,5,5,3,0,0.0,1,0,0
4557,1,0,41,1,0,867,2,2,3,2,5,5,5,4,4,4,4,4,4,4,0,0.0,0,1,0
4558,0,0,21,0,2,1072,5,4,5,2,3,5,3,3,4,4,5,5,4,3,0,0.0,0,0,0
4559,0,0,39,1,0,3235,2,2,2,2,2,5,4,5,5,4,5,5,5,5,11,0.0,0,0,1
4562,0,0,24,1,0,2480,1,1,1,1,4,4,4,4,4,3,5,3,5,4,3,0.0,0,0,1
4563,1,0,44,1,0,1048,4,4,4,4,4,4,2,3,3,3,3,2,3,1,0,0.0,0,1,0
4564,0,0,24,0,1,312,1,4,4,4,3,4,3,3,5,5,4,5,4,3,0,0.0,1,0,0
4565,1,0,47,1,0,3672,4,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0,1,1,1
4568,0,1,23,1,2,169,1,2,1,4,1,1,4,1,3,5,3,3,4,1,0,0.0,1,0,0
4569,1,1,36,1,0,1087,2,1,1,5,3,1,3,3,5,3,4,3,4,3,0,0.0,1,0,0
4570,1,0,70,0,2,954,4,5,4,5,1,4,4,1,1,1,1,5,3,1,0,0.0,1,2,0
4572,0,0,53,0,2,861,4,4,4,3,4,4,4,3,3,4,3,5,3,5,20,5.0,1,1,0
4573,0,1,23,1,0,404,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0,0.0,0,0,0
4576,1,0,38,1,0,402,4,4,4,4,4,4,5,3,3,3,3,5,3,4,0,9.0,0,0,0
4580,1,0,16,0,2,361,3,5,3,5,5,3,4,5,3,3,5,3,5,5,0,0.0,1,0,0
4582,1,0,70,0,2,991,0,4,0,5,2,0,2,2,3,2,4,4,4,2,0,0.0,0,2,0
4583,0,0,65,0,2,957,3,4,3,3,4,4,4,4,4,3,4,2,4,2,0,0.0,1,2,0
4584,1,0,46,1,0,2453,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0.0,0,1,1
4586,1,0,51,1,0,2586,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0.0,0,1,1
4587,0,0,27,1,0,3183,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0.0,0,0,1
4589,1,0,38,1,2,444,3,4,4,4,3,3,3,3,4,1,3,2,3,3,1,0.0,1,0,0
4590,1,0,36,1,0,2159,4,4,4,4,4,5,4,5,5,5,5,4,5,5,21,7.0,0,0,1
4592,1,0,33,1,0,2447,4,5,5,5,4,4,4,4,3,4,3,3,3,4,0,0.0,1,0,1
4594,0,0,40,1,0,2068,4,4,3,4,3,5,4,4,4,4,4,5,4,5,2,0.0,0,1,1
4595,1,0,47,1,2,978,4,3,3,3,4,4,4,4,5,2,2,2,3,4,0,0.0,0,1,0
4597,1,0,34,1,2,522,4,3,4,3,4,4,4,4,5,3,2,2,5,4,0,0.0,0,0,0
4598,1,0,41,0,2,296,3,5,2,4,5,2,5,5,4,3,4,5,4,5,0,5.0,1,1,0
4600,0,1,25,1,0,547,2,4,2,5,4,2,4,4,4,3,4,5,4,4,0,0.0,1,0,0
4601,0,1,22,1,2,1276,4,4,4,4,3,4,3,3,5,4,5,4,5,3,0,0.0,1,0,0
4602,0,1,38,1,0,911,4,4,4,3,2,4,2,2,4,4,5,4,4,2,4,0.0,0,0,0
4605,1,0,34,1,0,602,4,2,2,2,5,3,4,4,4,4,4,4,4,2,0,0.0,1,0,0
4606,0,0,49,1,0,1635,4,4,4,4,4,4,5,5,5,5,5,3,5,5,7,0.0,0,1,1
4607,0,0,18,1,0,507,4,4,4,4,4,4,4,4,4,3,4,3,4,4,0,0.0,0,0,0
4608,0,0,55,1,0,370,1,1,1,1,3,5,5,4,4,4,4,3,4,4,0,0.0,0,1,0
4609,0,1,47,1,0,783,3,3,3,2,1,3,1,1,3,4,4,5,4,1,12,9.0,1,1,0
4610,0,0,47,1,1,642,2,3,3,3,2,3,3,2,2,2,2,2,2,2,0,4.0,1,1,0
4611,1,0,67,0,2,237,4,4,4,1,1,4,1,1,3,4,4,4,4,1,0,0.0,0,2,0
4612,0,1,37,1,0,447,5,5,5,3,1,5,1,1,4,5,4,4,5,1,0,0.0,0,0,0
4613,1,0,53,1,0,2704,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,6.0,0,1,1
4614,1,0,53,0,2,1726,5,4,5,2,4,4,3,4,5,4,5,4,5,4,0,0.0,0,1,1
4615,0,1,24,1,2,957,4,4,4,3,4,4,4,4,4,2,4,5,4,4,0,0.0,0,0,0
4618,1,0,52,1,0,130,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0.0,0,1,0
4619,1,0,23,0,2,1609,1,5,1,2,5,1,3,5,5,3,3,4,5,5,3,7.0,1,0,1
4621,1,0,37,1,0,1119,2,2,1,2,5,5,5,4,4,4,4,5,4,5,0,0.0,0,0,0
4622,1,0,48,1,0,895,5,5,5,5,2,4,4,2,2,2,2,3,2,5,0,6.0,0,1,0
4624,0,1,38,1,2,297,2,4,2,2,4,2,4,4,3,3,5,4,4,4,0,0.0,1,0,0
4625,1,1,22,1,0,895,4,0,4,5,2,4,1,2,5,3,4,3,4,2,0,0.0,0,0,0
4627,0,1,21,1,0,508,5,0,5,3,2,5,2,2,3,3,5,3,5,2,0,0.0,0,0,0
4630,0,0,19,1,0,3197,5,5,5,5,5,5,5,5,4,2,4,4,2,5,0,0.0,0,0,1
4631,1,0,43,1,0,2169,3,3,3,3,5,5,4,5,5,4,5,4,5,3,0,0.0,0,1,1
4633,1,0,48,1,0,366,3,3,3,3,5,4,4,5,5,5,5,5,5,4,0,0.0,0,1,0
4634,0,0,52,0,2,200,3,3,0,4,3,3,3,5,5,0,5,2,5,4,0,0.0,1,1,0
4637,1,0,64,0,2,946,3,5,3,1,4,3,4,4,2,1,5,4,4,4,2,0.0,1,2,0
4638,1,1,27,1,2,528,2,3,2,4,3,2,2,3,3,2,3,3,3,3,8,3.0,1,0,0
4639,1,0,40,1,0,2356,0,4,0,4,5,4,5,4,4,4,4,5,4,4,4,0.0,0,1,1
4640,0,0,43,0,2,986,5,5,5,1,4,4,5,4,4,5,4,5,4,4,12,0.0,0,1,0
4641,1,1,38,1,2,927,2,2,2,2,1,2,1,1,3,3,1,2,2,1,0,0.0,1,0,0
4642,0,0,75,1,0,2802,1,2,5,2,1,3,4,4,4,3,1,2,4,3,0,0.0,1,2,1
4644,0,0,39,1,0,1672,4,2,2,2,3,3,4,4,4,4,4,2,4,4,0,11.0,1,0,1
4647,0,1,50,1,0,1670,2,2,2,5,2,2,2,2,5,3,5,5,5,2,0,4.0,1,1,1
4648,1,0,27,1,2,2136,2,5,5,5,2,2,2,2,1,3,4,3,4,2,0,0.0,1,0,1
4650,1,0,48,1,0,2722,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0.0,0,1,1
4652,1,0,42,1,0,3678,2,2,2,2,4,5,5,5,5,5,5,4,5,4,3,0.0,0,1,1
4653,1,0,40,1,0,1653,3,3,3,3,1,3,3,5,5,5,4,3,5,4,10,1.0,0,1,1
4655,0,1,25,1,2,352,1,0,1,3,4,1,4,4,4,1,2,5,1,4,12,5.0,1,0,0
4657,1,0,26,0,2,432,2,5,4,3,2,4,1,2,3,4,5,5,5,2,1,0.0,1,0,0
4658,1,0,54,0,2,101,3,5,3,1,1,3,1,1,5,2,5,3,4,1,0,3.0,1,1,0
4659,1,1,48,1,2,1119,1,0,0,4,2,1,2,2,4,3,4,3,3,2,6,1.0,1,1,0
4661,1,0,41,1,0,3479,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1
4662,1,0,25,0,1,980,4,1,4,4,3,4,2,3,1,3,4,4,3,3,0,6.0,1,0,0
4663,1,0,68,0,2,236,4,4,0,1,1,0,1,1,3,2,4,5,4,1,0,0.0,1,2,0
4664,1,1,12,1,2,1084,5,5,5,4,4,5,4,4,3,4,4,5,4,4,10,3.0,0,0,0
4667,0,0,52,1,0,3093,4,4,4,4,2,4,4,5,5,5,5,5,5,5,0,0.0,0,1,1
4669,0,0,57,1,2,391,2,1,1,1,4,4,3,1,1,2,1,4,1,2,0,0.0,1,1,0
4670,1,1,23,1,0,480,5,5,5,2,3,5,3,3,3,5,5,4,4,3,0,0.0,0,0,0
4673,0,0,24,1,0,1547,1,1,1,1,3,3,3,3,2,1,4,5,1,3,0,0.0,0,0,1
4674,0,0,30,0,2,140,2,4,0,4,4,0,4,4,4,4,4,3,5,4,0,0.0,1,0,0
4678,1,1,38,1,0,213,4,3,3,4,2,3,3,2,3,2,4,3,4,2,0,0.0,0,0,0
4679,1,0,53,1,0,1235,1,1,1,1,4,4,5,4,4,4,4,3,4,5,0,0.0,0,1,0
